dataset,row,file_name,split,image_found,gt_found,image_path,ground_truth_path,num_labels,note
CuLane,23,05252231_0536.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05252231_0536.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05252231_0536.MP4,10,"sheet names a video segment, not a single frame"
CuLane,24,05252246_0541.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05252246_0541.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05252246_0541.MP4,10,"sheet names a video segment, not a single frame"
CuLane,25,05252322_0559.mp4,,False,False,,,9,segment directory not found under any driver_*
CuLane,26,05252246_0542.mp4,,False,False,,,11,segment directory not found under any driver_*
CuLane,27,05252304_0547.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05252304_0547.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05252304_0547.MP4,9,"sheet names a video segment, not a single frame"
CuLane,28,05252322_0553.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05252322_0553.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05252322_0553.MP4,7,"sheet names a video segment, not a single frame"
CuLane,29,05252307_0548.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05252307_0548.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05252307_0548.MP4,10,"sheet names a video segment, not a single frame"
CuLane,30,05252358_0565.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05252358_0565.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05252358_0565.MP4,10,"sheet names a video segment, not a single frame"
CuLane,31,05260016_0571.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05260016_0571.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05260016_0571.MP4,9,"sheet names a video segment, not a single frame"
CuLane,32,06042013_0512.mp4,test,True,True,/shared/data/culane/driver_193_90frame/06042013_0512.MP4,/shared/data/culane/laneseg_label_w16_test/driver_193_90frame/06042013_0512.MP4,8,"sheet names a video segment, not a single frame"
CuLane,33,05260049_0577.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05260049_0577.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05260049_0577.MP4,10,"sheet names a video segment, not a single frame"
CuLane,34,06030819_0755.mp4,train/val,True,True,/shared/data/culane/driver_161_90frame/06030819_0755.MP4,/shared/data/culane/laneseg_label_w16/driver_161_90frame/06030819_0755.MP4,8,"sheet names a video segment, not a single frame"
CuLane,35,05181432_0203.mp4,test,True,True,/shared/data/culane/driver_37_30frame/05181432_0203.MP4,/shared/data/culane/laneseg_label_w16_test/driver_37_30frame/05181432_0203.MP4,7,"sheet names a video segment, not a single frame"
CuLane,36,05260052_0578.mp4,test,True,True,/shared/data/culane/driver_100_30frame/05260052_0578.MP4,/shared/data/culane/laneseg_label_w16_test/driver_100_30frame/05260052_0578.MP4,9,"sheet names a video segment, not a single frame"
CuLane,37,05181608_0235.mp4,test,True,True,/shared/data/culane/driver_37_30frame/05181608_0235.MP4,/shared/data/culane/laneseg_label_w16_test/driver_37_30frame/05181608_0235.MP4,10,"sheet names a video segment, not a single frame"
CuLane,38,05181520_0219.mp4,test,True,True,/shared/data/culane/driver_37_30frame/05181520_0219.MP4,/shared/data/culane/laneseg_label_w16_test/driver_37_30frame/05181520_0219.MP4,8,"sheet names a video segment, not a single frame"
CuLane,39,05181743_0267.mp4,test,True,True,/shared/data/culane/driver_37_30frame/05181743_0267.MP4,/shared/data/culane/laneseg_label_w16_test/driver_37_30frame/05181743_0267.MP4,7,"sheet names a video segment, not a single frame"
CuLane,40,05181656_0251.mp4,test,True,True,/shared/data/culane/driver_37_30frame/05181656_0251.MP4,/shared/data/culane/laneseg_label_w16_test/driver_37_30frame/05181656_0251.MP4,9,"sheet names a video segment, not a single frame"
CuLane,41,05312327_0001.mp4,train/val,True,True,/shared/data/culane/driver_182_30frame/05312327_0001.MP4,/shared/data/culane/laneseg_label_w16/driver_182_30frame/05312327_0001.MP4,8,"sheet names a video segment, not a single frame"
CuLane,42,05182007_0315.mp4,test,True,True,/shared/data/culane/driver_37_30frame/05182007_0315.MP4,/shared/data/culane/laneseg_label_w16_test/driver_37_30frame/05182007_0315.MP4,10,"sheet names a video segment, not a single frame"
CuLane,43,05181919_0299.mp4,test,True,True,/shared/data/culane/driver_37_30frame/05181919_0299.MP4,/shared/data/culane/laneseg_label_w16_test/driver_37_30frame/05181919_0299.MP4,10,"sheet names a video segment, not a single frame"
CuLane,44,05181831_0283.mp4,test,True,True,/shared/data/culane/driver_37_30frame/05181831_0283.MP4,/shared/data/culane/laneseg_label_w16_test/driver_37_30frame/05181831_0283.MP4,8,"sheet names a video segment, not a single frame"
CuLane,45,05190613_0331.mp4,test,True,True,/shared/data/culane/driver_37_30frame/05190613_0331.MP4,/shared/data/culane/laneseg_label_w16_test/driver_37_30frame/05190613_0331.MP4,6,"sheet names a video segment, not a single frame"
CuLane,46,05190703_0347.mp4,test,True,True,/shared/data/culane/driver_37_30frame/05190703_0347.MP4,/shared/data/culane/laneseg_label_w16_test/driver_37_30frame/05190703_0347.MP4,9,"sheet names a video segment, not a single frame"
CuLane,47,05190839_0379.mp4,test,True,True,/shared/data/culane/driver_37_30frame/05190839_0379.MP4,/shared/data/culane/laneseg_label_w16_test/driver_37_30frame/05190839_0379.MP4,10,"sheet names a video segment, not a single frame"
CuLane,48,05190751_0363.mp4,test,True,True,/shared/data/culane/driver_37_30frame/05190751_0363.MP4,/shared/data/culane/laneseg_label_w16_test/driver_37_30frame/05190751_0363.MP4,11,"sheet names a video segment, not a single frame"
