dataset_name,image_name,sample_id,I1,I2,I3,I4,I5,I6,Intersections,General Roadway Segments,Ramps / Merges,Work Zones,Tolling Stations,Roundabouts,At-Grade Rail Crossings,Managed Lanes,Arterial Roadway,Urban,Local Street / Road,Freeway/Expressway,Rural,Paved - bituminous / asphalt,Paved - non-bituminous / concrete,Undetermined,Unpaved,Solid Line,Dashed Line,Edge Line,Unmarked Pavement,Crosswalks,Curved Line,Double Line,Arrows,Gore Markings,Clearly Visible,Faded / Worn / Not Visible,Not Applicable,Occluded,Daylight,Rain,Wet Pavement,Nighttime,Glare,Shadow,Snow,Dusk / Dawn,Fog,Icy Road,yolopx_iou,yolopx_f1,yolopx_precision,yolopx_recall,yolopx_D2,yolopx_D4_upper,yolopx_D4_middle,yolopx_D4_lower,yolopx_D6,clrernet_iou,clrernet_f1,clrernet_precision,clrernet_recall,clrernet_D2,clrernet_D4_upper,clrernet_D4_middle,clrernet_D4_lower,clrernet_D6,yolopx_D5_clear,yolopx_D5_degraded,yolopx_D5_occluded,yolopx_D5_not_applicable,clrernet_D5_clear,clrernet_D5_degraded,clrernet_D5_occluded,clrernet_D5_not_applicable
bdd100k,bdd100k_val_c84f848e-a703d928.jpg,bdd100k_val_c84f848e-a703d928,0.028,1.0,0.483,1.0,0.0,1.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2677808727948004,0.4224403105317124,0.2677808727948004,1.0,1.0,,1.0,1.0,0.0,0.0469089779434607,0.0896142433234421,0.0783195020746888,0.1047156726768377,1.0,,1.0,0.9655172413793104,0.8952843273231623,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c84feccd-a9ee80f0.jpg,bdd100k_val_c84feccd-a9ee80f0,0.429,0.776,0.6,0.647,0.01,14.0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2174527695668937,0.3572257996410852,0.2298288508557457,0.8015158692562766,0.357143,,0.896647414051739,1.0,0.1984841307437233,0.1771372813930796,0.3009628259899254,0.3260118800939356,0.2794883941260066,0.214286,,0.6758358733011552,0.5813008130081301,0.7205116058739933,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8573105-4f2e7c11.jpg,bdd100k_val_c8573105-4f2e7c11,0.242,0.876,0.68,0.718,0.001,6.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.1449868073878628,0.2532549832930061,0.1519676982217428,0.7593974571586511,1.0,,0.8477897163803888,0.9418960244648318,0.2406025428413488,0.2085625448457307,0.3451415000989511,0.3301779628928436,0.3615257048092869,0.5,,0.4638276672383463,0.6332179930795848,0.6384742951907131,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c86264ca-bf5ac7a5.jpg,bdd100k_val_c86264ca-bf5ac7a5,,,,,,,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1
bdd100k,bdd100k_val_c8638ebb-55791b54.jpg,bdd100k_val_c8638ebb-55791b54,0.321,0.675,0.754,0.607,0.015,6.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2414130628225663,0.3889326929969177,0.2616200578592093,0.757609606255236,0.666667,,0.9448872321605996,0.5853658536585367,0.242390393744764,0.1248613883344422,0.2220031545741324,0.209709461137323,0.2358279810108908,0.5,,0.7556396477287783,0.2026225974492545,0.7641720189891091,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c863c0b3-b53e2a37.jpg,bdd100k_val_c863c0b3-b53e2a37,,,,,0.0,1.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.1280193236714976,0.2269807280513918,0.1682539682539682,0.3486842105263157,1.0,,0.923076923076923,1.0,0.6513157894736842,0.0,0.0,,0.0,0.0,,,,1.0,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8650e15-38bef9dc.jpg,bdd100k_val_c8650e15-38bef9dc,0.702,0.54,0.5,0.762,0.002,4.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.1160752328200133,0.2080061082024432,0.1186092797611643,0.8445527015057573,0.8,,0.8814560204228101,0.4970178926441352,0.1554472984942426,0.1362977283711938,0.2398979157805189,0.1578505457598656,0.4995571302037201,0.75,,0.6106600686407534,0.4950495049504951,0.5004428697962799,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c868e9bf-9dc0f67e.jpg,bdd100k_val_c868e9bf-9dc0f67e,0.255,0.373,0.529,0.676,0.047,3.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.1010693943973032,0.1835840591185009,0.1017435057336765,0.9384781435509983,0.75,,0.6687205212792061,,0.0615218564490016,0.0,0.0,,0.0,0.0,,,,1.0,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c86ee6aa-a2ef00fe.jpg,bdd100k_val_c86ee6aa-a2ef00fe,0.381,1.0,0.637,0.71,0.004,9.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.1611161627642646,0.2775194557290392,0.1758139534883721,0.6583836507199257,0.888889,,0.8677628485719394,0.9967637540453074,0.3416163492800743,0.0934814814814814,0.1709795420674705,0.2052032520325203,0.1465397120297259,0.111111,,0.4334286622179854,0.4848207602095983,0.8534602879702741,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c86ef161-6b77193e.jpg,bdd100k_val_c86ef161-6b77193e,0.339,0.716,0.565,0.681,0.044,4.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.2589143765614354,0.41132960490709,0.2620990918496378,0.9551738583996648,0.5,,0.923682140047207,,0.0448261416003351,0.0869120654396728,0.1599247412982126,0.3179551122194514,0.106828655215752,0.25,,0.3898221321053627,,0.893171344784248,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c87438f0-d1875e08.jpg,bdd100k_val_c87438f0-d1875e08,0.513,0.574,0.078,0.796,0.0,3.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2531283518055059,0.4039942938659058,0.2541277817659727,0.9847009735744088,0.666667,,0.927927927927928,,0.015299026425591,0.0418152350081037,0.0802738021157436,0.0726351351351351,0.0897079276773296,0.333333,,0.7553516819571866,,0.9102920723226704,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8759ab5-f6a3273f.jpg,bdd100k_val_c8759ab5-f6a3273f,0.49,0.508,0.406,0.793,0.099,4.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2675788440299423,0.4221888765187086,0.2705922501783886,0.960044028618602,0.5,,0.8865243869255253,0.968345969992835,0.0399559713813979,0.0,0.0,,0.0,0.0,,,,1.0,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8766d9e-4289f547.jpg,bdd100k_val_c8766d9e-4289f547,0.599,0.898,0.656,0.779,0.01,6.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.2367681245607396,0.3828819968089524,0.2370115813399718,0.9956803455723542,0.5,,0.991527475187606,1.0,0.0043196544276457,0.2804198800342759,0.4380123807930399,0.4299321217429385,0.4464021825622371,0.5,,0.7214744829274262,1.0,0.5535978174377629,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c876f8b1-f19a1697.jpg,bdd100k_val_c876f8b1-f19a1697,0.387,1.0,0.576,0.808,0.004,5.0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0969719626168224,0.1767993456924754,0.0970445192667414,0.9923488905891354,1.0,,0.5429234338747099,0.5198555956678701,0.0076511094108645,0.1816268230341302,0.307418246596259,0.2303145853193517,0.4621270084162203,0.4,,0.5701007072320178,0.4401709401709401,0.5378729915837797,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8773c4a-092e1a3f.jpg,bdd100k_val_c8773c4a-092e1a3f,0.171,1.0,0.688,0.638,0.001,6.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0.1787577764398956,0.3032985741647159,0.1854184013322231,0.8326711848562748,1.0,,0.8515088382733125,0.7650351315946171,0.1673288151437251,0.1295616914462251,0.2294017094017094,0.1808381619727799,0.313624678663239,0.5,,0.7450166186572125,0.5720338983050848,0.6863753213367609,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8792c3c-a42cb3f6.jpg,bdd100k_val_c8792c3c-a42cb3f6,0.729,0.638,0.701,0.776,0.005,8.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2097298113967718,0.3467382706798218,0.2196234574411981,0.8231864004744021,1.0,,0.8436195320960153,0.9707602339181286,0.1768135995255979,0.2366384954172122,0.382712484358456,0.3729831144465291,0.3929630361731567,0.5,,0.8192866172250016,0.5859872611464968,0.6070369638268432,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c87a634a-bacc0924.jpg,bdd100k_val_c87a634a-bacc0924,0.5,0.246,0.054,1.0,0.001,1.0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0600522193211488,0.1133004926108374,0.082437275985663,0.1811023622047244,1.0,,1.0,,0.8188976377952756,0.0,0.0,,0.0,0.0,,,,1.0,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c87d3555-5c159851.jpg,bdd100k_val_c87d3555-5c159851,0.377,0.514,0.521,0.637,0.002,8.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.2315167682926829,0.3759863840321831,0.2322247706422018,0.9870024370430543,0.625,,0.9725270791683008,1.0,0.0129975629569455,0.0,0.0,0.0,0.0,0.125,,0.165380374862183,0.0,1.0,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8863aea-d79c8788.jpg,bdd100k_val_c8863aea-d79c8788,0.457,0.523,0.512,0.607,0.0,5.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.2358631647817553,0.3816978634902628,0.2368705120382972,0.9822888283378748,0.8,,0.9813432835820896,0.99625468164794,0.0177111716621253,0.1370958259847148,0.2411332850791024,0.257224795940878,0.2269365511872323,0.4,,0.438645087498288,0.6091227631084971,0.7730634488127676,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c889c950-6efe6d79.jpg,bdd100k_val_c889c950-6efe6d79,0.366,1.0,0.648,0.766,0.031,6.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.1756164876702466,0.2987649280391957,0.2241366107665211,0.4478959449120122,0.857143,,0.8348512446873102,,0.5521040550879878,0.0,0.0,,0.0,0.0,,,,1.0,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c88fa35f-b1639d6e.jpg,bdd100k_val_c88fa35f-b1639d6e,0.312,1.0,0.702,0.752,0.0,3.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2101517812908165,0.3473147493393874,0.2101517812908165,1.0,0.75,,0.938985736925515,0.6926406926406927,0.0,0.3443581728345266,0.5123012301230122,0.394068774521117,0.731890270038577,1.0,,0.9738489871086556,0.5339366515837104,0.268109729961423,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c88fa35f-e6582069.jpg,bdd100k_val_c88fa35f-e6582069,0.484,0.487,0.305,0.672,0.001,8.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1014087698757412,0.1841437487140799,0.1105347659627022,0.5512215150893041,0.875,,0.7561659383354441,0.6679679028410324,0.4487784849106959,0.0020846000173716,0.0041605270000866,0.0036003600360036,0.004927119687949,0.25,,0.3970329557828511,0.5643196178613539,0.9950728803120508,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8a3369c-d264119b.jpg,bdd100k_val_c8a3369c-d264119b,0.211,0.716,0.651,0.682,0.003,4.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.2126115227582035,0.3506671654819803,0.2235886562417174,0.8124036979969184,1.0,1.0,0.9988349514563106,0.4761904761904761,0.1875963020030816,0.1938252340615247,0.3247129119596676,0.3150933140061605,0.3349383667180277,0.75,,0.7699798105143867,0.2292993630573248,0.6650616332819723,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8a5a379-cb506f54.jpg,bdd100k_val_c8a5a379-cb506f54,0.052,0.576,0.538,1.0,0.001,3.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1654055406165968,0.2838591972526293,0.1765687583444593,0.7234682713347921,0.6,,0.8626766857881363,0.561038961038961,0.2765317286652078,0.1627150650440621,0.2798881169358477,0.2088326376733539,0.424234135667396,1.0,,0.7160909856781803,0.3012211668928087,0.5757658643326039,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8b46126-d3019096.jpg,bdd100k_val_c8b46126-d3019096,0.583,0.659,0.558,0.685,0.004,6.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.2027363184079602,0.3371251292657704,0.2029887920298879,0.9939024390243902,0.666667,,0.8486662036081024,,0.0060975609756097,0.0,0.0,,0.0,0.0,,,,1.0,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8b4e0ea-598432a7.jpg,bdd100k_val_c8b4e0ea-598432a7,0.389,0.409,0.123,0.673,0.022,10.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16026520347508,0.276256157635468,0.1671302551060955,0.7959878879636639,0.8,,0.8141652012487807,,0.2040121120363361,0.0427075898167975,0.0819167142042213,0.1031312841137604,0.0679409538228614,0.2,,0.2772531496507557,,0.9320590461771384,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8b528fd-12a62505.jpg,bdd100k_val_c8b528fd-12a62505,0.715,0.953,0.634,0.709,0.011,9.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2171375445483188,0.3568003394865267,0.2174520250349144,0.9933837429111532,0.444444,0.8149920255183413,0.9897318881916716,,0.0066162570888468,0.145625,0.254228041462084,0.37348294023357,0.1926984877126654,0.222222,,0.4071522201794283,,0.8073015122873346,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8b528fd-f3a72223.jpg,bdd100k_val_c8b528fd-f3a72223,0.56,1.0,0.574,0.898,0.0,6.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2609419820486721,0.4138842004843325,0.2651622002820874,0.9425133689839572,0.333333,0.878048780487805,0.9972652689152232,,0.0574866310160427,0.1869379014989293,0.3149918816525348,0.342218737749902,0.2917780748663101,0.166667,,0.6366842687291835,,0.7082219251336899,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8b5bc59-ad1aa597.jpg,bdd100k_val_c8b5bc59-ad1aa597,0.232,0.888,0.807,0.543,0.002,5.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.1448426641680331,0.253035056608921,0.1529077195730124,0.7330567081604425,1.0,,0.6659590250808851,0.9028310423579092,0.2669432918395574,0.0667116812964213,0.1250791239397392,0.0920182546335103,0.1952183362971744,0.8,,0.4405453208912343,0.5582242057666333,0.8047816637028256,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8b7358d-fcb96006.jpg,bdd100k_val_c8b7358d-fcb96006,0.636,1.0,0.723,0.794,0.001,4.0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1929265110885635,0.3234507897934386,0.1930571000338442,0.996506114299975,1.0,,0.9087093389296956,0.8558758314855875,0.0034938857000249,0.3125860061395152,0.4762903225806452,0.351840819730728,0.7369603194409783,0.75,,0.7563365663637747,0.7758887171561051,0.2630396805590217,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8bad943-c78f2df3.jpg,bdd100k_val_c8bad943-c78f2df3,0.435,0.926,0.755,0.744,0.001,8.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1484223131113634,0.2584803715790756,0.1570925371168976,0.7289391277782021,0.75,,0.7647277041355931,0.8895522388059701,0.2710608722217979,0.1575002387090614,0.2721385852753145,0.2958213773314204,0.2519666997632322,0.5,,0.53803988571724,0.8843218499664575,0.7480333002367677,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8bd76fd-1fda46a5.jpg,bdd100k_val_c8bd76fd-1fda46a5,,,,,,,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0
bdd100k,bdd100k_val_c8bd76fd-77472fba.jpg,bdd100k_val_c8bd76fd-77472fba,0.25,0.215,0.37,0.963,0.0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.1623684210526315,0.2793751414987548,0.1633355393778954,0.9648162627052383,1.0,,1.0,,0.0351837372947615,0.0343713956170703,0.0664585191793041,0.0464898595943837,0.1164972634870993,1.0,,0.8938105321623216,,0.8835027365129007,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8bf16f5-dd333834.jpg,bdd100k_val_c8bf16f5-dd333834,0.284,1.0,0.732,0.7,0.002,4.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.1525359445574595,0.2646962036676938,0.1557801331032783,0.8798727128082736,1.0,,0.7195658212965852,1.0,0.1201272871917263,0.2012287418751669,0.3350381735972129,0.2670447831738154,0.4494828957836118,0.75,,0.806989650035464,0.1908548707753479,0.5505171042163882,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8c022ae-b7e1c0b5.jpg,bdd100k_val_c8c022ae-b7e1c0b5,0.902,0.553,0.448,0.748,0.002,6.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2226689850032601,0.3642342902853079,0.2328938395089793,0.8353037097431716,1.0,0.937142857142857,0.9511609287429944,,0.1646962902568284,0.1139498078227447,0.2045869697584737,0.2037186742118027,0.2054626987362413,0.166667,,0.3939696239421622,,0.7945373012637587,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8c34ebe-07e082be.jpg,bdd100k_val_c8c34ebe-07e082be,0.216,0.937,0.653,0.674,0.037,6.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.253681567804549,0.4046985683115641,0.2582293931418545,0.9350828729281768,0.333333,,0.9817608925358642,,0.0649171270718232,0.0131485789420451,0.0259558750124787,0.0468131076701476,0.0179558011049723,0.166667,,0.5672979333513569,,0.9820441988950276,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8c40f8e-36103452.jpg,bdd100k_val_c8c40f8e-36103452,0.159,1.0,0.436,0.698,0.046,6.0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0.2715953809431649,0.4271726447161484,0.27398151763634,0.9689298043728424,0.666667,,0.9408424041646948,0.2222222222222222,0.0310701956271576,0.0,0.0,,0.0,0.0,,,,1.0,0,1,0,0,0,1,0,0
bdd100k,bdd100k_val_c8c40f8e-73bfa1bb.jpg,bdd100k_val_c8c40f8e-73bfa1bb,0.448,0.926,0.391,0.797,0.0,2.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0.2221502590673575,0.3635400105988341,0.2659945715393563,0.5740585774058578,1.0,,0.786225811366753,,0.4259414225941422,0.0692625157006998,0.1295519382446719,0.081024349286314,0.3230125523012552,1.0,,0.5115308489391619,,0.6769874476987447,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8c97803-6c607d47.jpg,bdd100k_val_c8c97803-6c607d47,0.459,1.0,0.802,0.694,0.002,7.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.1278159223741701,0.2266609645040376,0.1281431334622824,0.9804134929270948,0.7,,0.7488855869242199,1.0,0.0195865070729053,0.0,0.0,,0.0,0.0,,,,1.0,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8c97803-8f294a3f.jpg,bdd100k_val_c8c97803-8f294a3f,0.649,1.0,0.747,0.684,0.001,8.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1612203809818801,0.2776740464123766,0.1730817191786516,0.7017189079878665,0.5,,0.9397989673461103,0.9866666666666668,0.2982810920121335,0.133326329060727,0.2352832112728284,0.261487739542551,0.2138523761375126,0.25,,0.6107670360640907,0.8153310104529616,0.7861476238624874,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8c97803-c1e8543d.jpg,bdd100k_val_c8c97803-c1e8543d,0.394,1.0,0.752,0.742,0.038,12.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.2633708264793491,0.4169335257064433,0.2686925955323733,0.930057304341,0.666667,,0.9558037053687568,1.0,0.0699426956589999,0.221664647862952,0.3628895184135978,0.4552778106859377,0.3016720307716461,0.333333,,0.568889661339692,0.996875,0.6983279692283538,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8cbb112-9d16c5da.jpg,bdd100k_val_c8cbb112-9d16c5da,0.731,0.776,0.252,0.744,0.017,2.0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.1800622033065968,0.3051740879456235,0.1819083843228047,0.9466437177280552,0.333333,,0.6499038692621966,,0.0533562822719449,0.0038063015436667,0.0075837370971139,0.005020920502092,0.0154905335628227,1.0,,0.2239140170174653,,0.9845094664371772,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8d0d179-15d8ce52.jpg,bdd100k_val_c8d0d179-15d8ce52,0.236,0.44,0.533,0.739,0.011,4.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2314660600398098,0.3759195117928418,0.2316825241928925,0.9959797238245062,0.8,,0.8931841302136317,1.0,0.0040202761754937,0.314989024772656,0.4790747585549064,0.363521215959468,0.7023247683971333,1.0,,0.8156453034705671,0.9973082099596232,0.2976752316028666,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8d1bc4e-9c43c393.jpg,bdd100k_val_c8d1bc4e-9c43c393,,,,,,,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8d838f3-750f337e.jpg,bdd100k_val_c8d838f3-750f337e,0.146,1.0,0.245,0.804,0.032,10.0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3031734620519667,0.4652848924265111,0.3133757961783439,0.903028449066993,0.3,,0.9406278525221254,,0.096971550933007,0.0,0.0,,0.0,0.0,,,,1.0,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8d92c71-2874cb64.jpg,bdd100k_val_c8d92c71-2874cb64,0.686,0.832,0.488,0.72,0.023,9.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1987001365798521,0.3315260097438315,0.2011490142792438,0.9422668900055836,0.222222,,0.9565452901985108,1.0,0.0577331099944165,0.1753084954912197,0.2983191156428247,0.2721997052321297,0.3299832495812395,0.444444,,0.6766597842858102,0.1267217630853994,0.6700167504187605,1,0,0,0,1,0,0,0
bdd100k,bdd100k_val_c8dd7fb7-453a8242.jpg,bdd100k_val_c8dd7fb7-453a8242,0.447,1.0,0.381,0.68,0.001,4.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2027642002359683,0.3371636771300448,0.2066300240467193,0.9155251141552512,0.428571,,0.9462365591397848,1.0,0.0844748858447488,0.0280172413793103,0.0545073375262054,0.039274924471299,0.0890410958904109,0.142857,,0.4188965425884223,0.9950738916256158,0.910958904109589,1,0,0,0,1,0,0,0
